1749746065.982742 server started (27205): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1749746065.982808 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1749746065.982819 using libevent 2.1.12-stable poll
1749746065.982825 using ncurses 6.5 20250125
1749746066.436768 cmd_parse_build_commands 0:2: @catppuccin_uptime_icon
1749746066.436771 cmd_parse_build_commands 0:3: \363\260\224\237 
1749746066.436774 cmd_parse_build_commands 1:0: set
1749746066.436777 cmd_parse_build_commands 1:1: -ogqF
1749746066.436781 cmd_parse_build_commands 1:2: @catppuccin_uptime_color
1749746066.436784 cmd_parse_build_commands 1:3: #{E:@thm_sapphire}
1749746066.436787 cmd_parse_build_commands 2:0: set
1749746066.436790 cmd_parse_build_commands 2:1: -ogq
1749746066.436793 cmd_parse_build_commands 2:2: @catppuccin_uptime_text
1749746066.436799 cmd_parse_build_commands 2:3:  #(uptime | sed 's/^[^,]*up *//; s/, *[[:digit:]]* user.*//; s/ day.*, */d /; s/ hr\\(s*\\).*/h/; s/ min\\(s*\\).*/m/; s/ sec\\(s*\\).*/s/; s/\\([0-9]\\{1,2\\}\\):\\([0-9]\\{1,2\\}\\)/\\1h \\2m/;')
1749746066.436802 cmd_parse_build_commands 3:0: source
1749746066.436805 cmd_parse_build_commands 3:1: -F
1749746066.436809 cmd_parse_build_commands 3:2: #{d:current_file}/../utils/status_module.conf
1749746066.436815 args_parse_flags: next -ogq
1749746066.436818 args_parse_flags: -o
1749746066.436821 args_parse_flags: -g
1749746066.436824 args_parse_flags: -q
1749746066.436827 args_parse_flags: next @catppuccin_uptime_icon
1749746066.436831 args_parse: flags end at 2 of 4
1749746066.436834 args_parse: 2 = @catppuccin_uptime_icon (type STRING)
1749746066.436838 args_parse: 3 = \363\260\224\237  (type STRING)
1749746066.436843 args_parse_flags: next -ogqF
1749746066.436846 args_parse_flags: -o
1749746066.436849 args_parse_flags: -g
1749746066.436852 args_parse_flags: -q
1749746066.436855 args_parse_flags: -F
1749746066.436859 args_parse_flags: next @catppuccin_uptime_color
1749746066.436862 args_parse: flags end at 2 of 4
1749746066.436865 args_parse: 2 = @catppuccin_uptime_color (type STRING)
1749746066.436869 args_parse: 3 = #{E:@thm_sapphire} (type STRING)
1749746066.436873 args_parse_flags: next -ogq
1749746066.436876 args_parse_flags: -o
1749746066.436879 args_parse_flags: -g
1749746066.436882 args_parse_flags: -q
1749746066.436886 args_parse_flags: next @catppuccin_uptime_text
1749746066.436889 args_parse: flags end at 2 of 4
1749746066.436892 args_parse: 2 = @catppuccin_uptime_text (type STRING)
1749746066.436897 args_parse: 3 =  #(uptime | sed 's/^[^,]*up *//; s/, *[[:digit:]]* user.*//; s/ day.*, */d /; s/ hr\\(s*\\).*/h/; s/ min\\(s*\\).*/m/; s/ sec\\(s*\\).*/s/; s/\\([0-9]\\{1,2\\}\\):\\([0-9]\\{1,2\\}\\)/\\1h \\2m/;') (type STRING)
1749746066.436903 args_parse_flags: next -F
1749746066.436906 args_parse_flags: -F
1749746066.436909 args_parse_flags: next #{d:current_file}/../utils/status_module.conf
1749746066.436912 args_parse: flags end at 2 of 3
1749746066.436916 args_parse: 2 = #{d:current_file}/../utils/status_module.conf (type STRING)
1749746066.436922 UTF-8 \363\260\224\237 is F051F
1749746066.436926 wcwidth(F051F) returned 1
1749746066.436944 cmd_parse_build_commands: set-option -goq @catppuccin_uptime_icon "\363\260\224\237 " ;; set-option -Fgoq @catppuccin_uptime_color "#{E:@thm_sapphire}" ;; set-option -goq @catppuccin_uptime_text " #(uptime | sed 's/^[^,]*up *//; s/, *[[:digit:]]* user.*//; s/ day.*, */d /; s/ hr\\\\(s*\\\\).*/h/; s/ min\\\\(s*\\\\).*/m/; s/ sec\\\\(s*\\\\).*/s/; s/\\\\([0-9]\\\\{1,2\\\\}\\\\):\\\\([0-9]\\\\{1,2\\\\}\\\\)/\\\\1h \\\\2m/;')" ;; source-file -F "#{d:current_file}/../utils/status_module.conf"
1749746066.436957 cmdq_get_command: [set-option/0x70b893e98e00] group 4342
1749746066.436960 cmdq_get_command: [set-option/0x70b893ee0800] group 4345
1749746066.436964 cmdq_get_command: [set-option/0x70b893ee0700] group 4348
1749746066.436967 cmdq_get_command: [source-file/0x70b893ee1b00] group 4351
1749746066.436971 cmdq_insert_after <client-27344>: [set-option/0x70b893e98e00] after [source-file/0x70b893ec9700]
1749746066.436976 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0800] after [set-option/0x70b893e98e00]
1749746066.436979 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0700] after [set-option/0x70b893ee0800]
1749746066.436983 cmdq_insert_after <client-27344>: [source-file/0x70b893ee1b00] after [set-option/0x70b893ee0700]
1749746066.436987 unref client 0x70b893ed9c00 (41 references)
1749746066.436991 cmdq_next <global>: waiting
1749746066.436994 cmdq_next </dev/pts/0>: waiting
1749746066.436997 cmdq_next <client-27344>: enter
1749746066.437001 cmdq_next <client-27344>: [source-file/0x70b893ec9700] (0), flags 1
1749746066.437004 unref client 0x70b893ed9c00 (40 references)
1749746066.437008 cmdq_next <client-27344>: [set-option/0x70b893e98e00] (0), flags 0
1749746066.437012 cmd_find_best_session: 0 sessions to try
1749746066.437015 cmd_find_current_client: no target, return (nil)
1749746066.437019 cmd_find_best_session: 0 sessions to try
1749746066.437023 cmd_find_target: target none, type pane, item 0x70b893e98e00, flags QUIET,CANFAIL
1749746066.437026 cmd_find_best_session: 0 sessions to try
1749746066.437029 cmd_find_target: error
1749746066.437033 format_defaults: c=none
1749746066.437036 format_defaults: s=none
1749746066.437039 format_defaults: wl=none
1749746066.437042 format_defaults: wp=none
1749746066.437046 format_expand1: expanding format: @catppuccin_uptime_icon
1749746066.437049 format_expand1: result is: @catppuccin_uptime_icon
1749746066.437053 unref client 0x70b893ed9c00 (40 references)
1749746066.437059 options_push_changes: @catppuccin_uptime_icon
1749746066.437063 cmd_find_best_session: 0 sessions to try
1749746066.437066 unref client 0x70b893ed9c00 (39 references)
1749746066.437070 cmdq_next <client-27344>: [set-option/0x70b893ee0800] (0), flags 0
1749746066.437073 cmd_find_best_session: 0 sessions to try
1749746066.437076 cmd_find_current_client: no target, return (nil)
1749746066.437079 cmd_find_best_session: 0 sessions to try
1749746066.437083 cmd_find_target: target none, type pane, item 0x70b893ee0800, flags QUIET,CANFAIL
1749746066.437086 cmd_find_best_session: 0 sessions to try
1749746066.437089 cmd_find_target: error
1749746066.437093 format_defaults: c=none
1749746066.437096 format_defaults: s=none
1749746066.437099 format_defaults: wl=none
1749746066.437102 format_defaults: wp=none
1749746066.437105 format_expand1: expanding format: @catppuccin_uptime_color
1749746066.437108 format_expand1: result is: @catppuccin_uptime_color
1749746066.437112 unref client 0x70b893ed9c00 (39 references)
1749746066.437115 format_defaults: c=none
1749746066.437118 format_defaults: s=none
1749746066.437121 format_defaults: wl=none
1749746066.437124 format_defaults: wp=none
1749746066.437127 format_expand1: expanding format: #{E:@thm_sapphire}
1749746066.437131 format_expand1: found #{}: E:@thm_sapphire
1749746066.437134 format_replace: modifier 0 is E
1749746066.437139 format_replace: format '@thm_sapphire' found: #74c7ec
1749746066.437143 format_expand1: expanding format: #74c7ec
1749746066.437146 format_expand1: result is: #74c7ec
1749746066.437150 format_replace: replaced 'E:@thm_sapphire' with '#74c7ec'
1749746066.437153 format_expand1: result is: #74c7ec
1749746066.437156 unref client 0x70b893ed9c00 (39 references)
1749746066.437161 options_push_changes: @catppuccin_uptime_color
1749746066.437164 cmd_find_best_session: 0 sessions to try
1749746066.437168 unref client 0x70b893ed9c00 (38 references)
1749746066.437171 cmdq_next <client-27344>: [set-option/0x70b893ee0700] (0), flags 0
1749746066.437174 cmd_find_best_session: 0 sessions to try
1749746066.437178 cmd_find_current_client: no target, return (nil)
1749746066.437188 cmd_find_best_session: 0 sessions to try
1749746066.437192 cmd_find_target: target none, type pane, item 0x70b893ee0700, flags QUIET,CANFAIL
1749746066.437195 cmd_find_best_session: 0 sessions to try
1749746066.437198 cmd_find_target: error
1749746066.437201 format_defaults: c=none
1749746066.437204 format_defaults: s=none
1749746066.437207 format_defaults: wl=none
1749746066.437210 format_defaults: wp=none
1749746066.437213 format_expand1: expanding format: @catppuccin_uptime_text
1749746066.437217 format_expand1: result is: @catppuccin_uptime_text
1749746066.437220 unref client 0x70b893ed9c00 (38 references)
1749746066.437225 options_push_changes: @catppuccin_uptime_text
1749746066.437228 cmd_find_best_session: 0 sessions to try
1749746066.437232 unref client 0x70b893ed9c00 (37 references)
1749746066.437235 cmdq_next <client-27344>: [source-file/0x70b893ee1b00] (0), flags 0
1749746066.437238 cmd_find_best_session: 0 sessions to try
1749746066.437242 cmd_find_current_client: no target, return (nil)
1749746066.437245 cmd_find_best_session: 0 sessions to try
1749746066.437248 cmd_find_target: target none, type pane, item 0x70b893ee1b00, flags QUIET,CANFAIL
1749746066.437252 cmd_find_best_session: 0 sessions to try
1749746066.437255 cmd_find_target: error
1749746066.437259 format_defaults: c=none
1749746066.437262 format_defaults: s=none
1749746066.437265 format_defaults: wl=none
1749746066.437268 format_defaults: wp=none
1749746066.437271 format_expand1: expanding format: #{d:current_file}/../utils/status_module.conf
1749746066.437275 format_expand1: found #{}: d:current_file
1749746066.437278 format_replace: modifier 0 is d
1749746066.437284 format_replace: format 'current_file' found: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status
1749746066.437288 format_replace: replaced 'd:current_file' with '/home/sergiop/.config/tmux/plugins/catppuccin/tmux/status'
1749746066.437292 format_expand1: result is: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1749746066.437295 unref client 0x70b893ed9c00 (37 references)
1749746066.437299 cmd_source_file_exec: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1749746066.437310 cmd_source_file_add: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1749746066.437315 sending message 300 to peer 0x70b893f291c0 (94 bytes)
1749746066.437319 cmdq_next <client-27344>: exit (wait)
1749746066.437322 cmdq_next <global>: waiting
1749746066.437326 cmdq_next </dev/pts/0>: waiting
1749746066.437329 cmdq_next <client-27344>: waiting
1749746066.437404 cmdq_next <global>: waiting
1749746066.437416 cmdq_next </dev/pts/0>: waiting
1749746066.437420 cmdq_next <client-27344>: waiting
1749746066.437656 peer 0x70b893f291c0 message 301
1749746066.437661 file 32 read 1908 bytes
1749746066.437666 peer 0x70b893f291c0 message 302
1749746066.437669 file 32 read done
1749746066.437674 loading /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1749746066.437679 yylex_token: end at WS
1749746066.437682 yylex_token: set
1749746066.437686 yylex_token: end at WS
1749746066.437689 yylex_token: -gqF
1749746066.437693 yylex_token: end at WS
1749746066.437696 yylex_token: @_ctp_connect_style
1749746066.437702 yylex_token: end at EOL
1749746066.437706 yylex_token: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1749746066.437711 yylex_token: end at WS
1749746066.437714 yylex_token: set
1749746066.437718 yylex_token: end at WS
1749746066.437721 yylex_token: -ogqF
1749746066.437725 yylex_token_variable: MODULE_NAME -> uptime
1749746066.437729 yylex_token: end at WS
1749746066.437732 yylex_token: @catppuccin_status_uptime_icon_fg
1749746066.437736 yylex_token: end at EOL
1749746066.437739 yylex_token: #{E:@thm_crust}
1749746066.437743 yylex_token: end at WS
1749746066.437746 yylex_token: set
1749746066.437749 yylex_token: end at WS
1749746066.437752 yylex_token: -ogqF
1749746066.437756 yylex_token_variable: MODULE_NAME -> uptime
1749746066.437769 yylex_token: end at WS
1749746066.437773 yylex_token: @catppuccin_status_uptime_text_fg
1749746066.437776 yylex_token: end at EOL
1749746066.437779 yylex_token: #{E:@thm_fg}
1749746066.437783 yylex_get_word: %if
1749746066.437789 yylex_token_variable: MODULE_NAME -> uptime
1749746066.437792 yylex_token: end at EOL
1749746066.437796 yylex_token: #{==:#{@catppuccin_status_uptime_icon_bg},}
1749746066.437799 cmd_find_best_session: 0 sessions to try
1749746066.437804 format_defaults: c=client-27344
1749746066.437807 format_defaults: s=none
1749746066.437810 format_defaults: wl=none
1749746066.437812 format_defaults: wp=none
1749746066.437816 format_expand1: expanding format: #{==:#{@catppuccin_status_uptime_icon_bg},}
1749746066.437820 format_expand1: found #{}: ==:#{@catppuccin_status_uptime_icon_bg},
1749746066.437824 format_replace: modifier 0 is ==
1749746066.437828 format_expand1: expanding format: #{@catppuccin_status_uptime_icon_bg}
1749746066.437832 format_expand1: found #{}: @catppuccin_status_uptime_icon_bg
1749746066.437837 format_replace: format '@catppuccin_status_uptime_icon_bg' not found
1749746066.437841 format_replace: replaced '@catppuccin_status_uptime_icon_bg' with ''
1749746066.437844 format_expand1: result is: 
1749746066.437847 format_replace: compare == left is: 
1749746066.437851 format_replace: compare == right is: 
1749746066.437854 format_replace: replaced '==:#{@catppuccin_status_uptime_icon_bg},' with '1'
1749746066.437857 format_expand1: result is: 1
1749746066.437861 yylex_token: end at WS
1749746066.437864 yylex_token: set
1749746066.437867 yylex_token: end at WS
1749746066.437870 yylex_token: -gqF
1749746066.437875 yylex_token_variable: MODULE_NAME -> uptime
1749746066.437878 yylex_token: end at WS
1749746066.437881 yylex_token: @catppuccin_status_uptime_icon_bg
1749746066.437885 yylex_token_variable: MODULE_NAME -> uptime
1749746066.437889 yylex_token: end at EOL
1749746066.437892 yylex_token: #{@catppuccin_uptime_color}
1749746066.437896 yylex_get_word: %endif
1749746066.437899 yylex_get_word: %if
1749746066.437904 yylex_token_variable: MODULE_NAME -> uptime
1749746066.437907 yylex_token: end at EOL
1749746066.437910 yylex_token: #{==:#{@catppuccin_status_uptime_text_bg},}
1749746066.437914 cmd_find_best_session: 0 sessions to try
1749746066.437917 format_defaults: c=client-27344
1749746066.437920 format_defaults: s=none
1749746066.437923 format_defaults: wl=none
1749746066.437926 format_defaults: wp=none
1749746066.437929 format_expand1: expanding format: #{==:#{@catppuccin_status_uptime_text_bg},}
1749746066.437933 format_expand1: found #{}: ==:#{@catppuccin_status_uptime_text_bg},
1749746066.437937 format_replace: modifier 0 is ==
1749746066.437940 format_expand1: expanding format: #{@catppuccin_status_uptime_text_bg}
1749746066.437944 format_expand1: found #{}: @catppuccin_status_uptime_text_bg
1749746066.437948 format_replace: format '@catppuccin_status_uptime_text_bg' not found
1749746066.437952 format_replace: replaced '@catppuccin_status_uptime_text_bg' with ''
1749746066.437955 format_expand1: result is: 
